t_ms,state,emg_raw_mV,emg_clean_ecg_mV,emg_ecg_artifact_mV,emg_env_rms,emg_mdf_hz,emg_mnf_hz,emg_pkt_rms_v,emg_snr,fatigue_score,fatigue_conf
23231,,0.0006294346532387252,0.0006294346532387252,0.0,0.007385471415648084,,,,,,
23232,,0.0013160906385900617,0.0013160906385900617,0.0,0.0073637796849157664,,,,,,
23233,,0.006961928740367718,0.006961928740367718,0.0,0.007371531790719495,,,,,,
23234,,0.005893797207598972,0.005893797207598972,0.0,0.007368856788873206,,,,,,
23235,,0.0056649118791485265,0.0056649118791485265,0.0,0.007344263257582893,,,,,,
23236,,0.0004768444342717615,0.0004768444342717615,0.0,0.007316157181599741,,,,,,
23237,,0.0033760585946440713,0.0033760585946440713,0.0,0.007297921479215384,,,,,,
23238,,0.004367895017929335,0.004367895017929335,0.0,0.007287366232688684,,,,,,
23239,,0.005130846112764154,0.005130846112764154,0.0,0.007277586869771905,,,,,,
23240,,0.00497825589379719,0.00497825589379719,0.0,0.007283007280755306,,,,,,
23241,,0.000705729762722207,0.000705729762722207,0.0,0.007283147148166147,,,,,,
23242,,0.0013923857480735435,0.0013923857480735435,0.0,0.0072770982522118045,,,,,,
23243,,0.001621271076523989,0.001621271076523989,0.0,0.0072524875641463695,,,,,,
23244,,0.0032997634851605895,0.0032997634851605895,0.0,0.007224013920708009,,,,,,
23245,,0.0028419928282596985,0.0028419928282596985,0.0,0.007200440641593301,,,,,,
23246,,0.002613107499809253,0.002613107499809253,0.0,0.007189571559272435,,,,,,
23247,,0.001621271076523989,0.001621271076523989,0.0,0.0071805260950391775,,,,,,
23248,,-0.0023460746166170665,-0.0023460746166170665,0.0,0.007179812328945768,,,,,,
23249,,-0.0015831235217822481,-0.0015831235217822481,0.0,0.007173628673217477,,,,,,
23250,,-0.004177157244220631,-0.004177157244220631,0.0,0.007162051952739813,,,,,,
23251,,-0.005779354543373749,-0.005779354543373749,0.0,0.00715949929228768,,,,,,
23252,,-0.008220798046845168,-0.008220798046845168,0.0,0.007164483600131432,,,,,,
23253,,-0.01791027695124736,-0.01791027695124736,0.0,0.007248338960069362,,,,,,
23254,,-0.022030212863355565,-0.022030212863355565,0.0,0.007375413795697227,,,,,,
23255,,-0.027065690089265366,-0.027065690089265366,0.0,0.007583443665685841,,,,,,
23256,,-0.03133821622034035,-0.03133821622034035,0.0,0.007854374174782013,,,,,,
23257,,-0.033398184176394355,-0.033398184176394355,0.0,0.008141185860058646,,,,,,
23258,,-0.03698405432211801,-0.03698405432211801,0.0,0.008485766573885835,,,,,,
23259,,-0.0353055619134814,-0.0353055619134814,0.0,0.008778309228071005,,,,,,
23260,,-0.0353055619134814,-0.0353055619134814,0.0,0.009075540729191745,,,,,,
23261,,-0.036831464103151045,-0.036831464103151045,0.0,0.009381454667334612,,,,,,
23262,,-0.04507133592736708,-0.04507133592736708,0.0,0.00983191032445024,,,,,,
23263,,-0.0613221942473489,-0.0613221942473489,0.0,0.010617582111188914,,,,,,
23264,,-0.06979095140001537,-0.06979095140001537,0.0,0.011541150694480015,,,,,,
23265,,-0.07001983672846583,-0.07001983672846583,0.0,0.012417210467358457,,,,,,
23266,,-0.06963836118104842,-0.06963836118104842,0.0,0.013226437677991023,,,,,,
23267,,-0.06605249103532478,-0.06605249103532478,0.0,0.013920403437632635,,,,,,
23268,,-0.06475547417410558,-0.06475547417410558,0.0,0.014558873749245417,,,,,,
23269,,-0.05743114366369114,-0.05743114366369114,0.0,0.015037130799131467,,,,,,
23270,,-0.04407949950408182,-0.04407949950408182,0.0,0.01529813262308989,,,,,,
23271,,-0.04026474402990773,-0.04026474402990773,0.0,0.015515695430307805,,,,,,
23272,,-0.04575799191271841,-0.04575799191271841,0.0,0.01579686500913018,,,,,,
23273,,-0.043392843518730476,-0.043392843518730476,0.0,0.016040416847575165,,,,,,
23274,,-0.034390020599679626,-0.034390020599679626,0.0,0.016186343803915433,,,,,,
23275,,-0.0407988097962921,-0.0407988097962921,0.0,0.016396178352927518,,,,,,
23276,,-0.04041733424887469,-0.04041733424887469,0.0,0.01660613748318605,,,,,,
23277,,-0.018825818265049143,-0.018825818265049143,0.0,0.01664505705740159,,,,,,
23278,,0.009784847791256546,0.009784847791256546,0.0,0.016647550835413468,,,,,,
23279,,0.03786144808117786,0.03786144808117786,0.0,0.016827509662682233,,,,,,
23280,,0.07280460822461292,0.07280460822461292,0.0,0.01749723053814967,,,,,,
23281,,0.09485389486533916,0.09485389486533916,0.0,0.018580354623661748,,,,,,
23282,,0.08760585946440838,0.08760585946440838,0.0,0.019451883657605282,,,,,,
23283,,0.08554589150835439,0.08554589150835439,0.0,0.020242223252821073,,,,,,
23284,,0.08638513771267269,0.08638513771267269,0.0,0.021020316379495578,,,,,,
23285,,0.09622720683604184,0.09622720683604184,0.0,0.021948389963892253,,,,,,
23286,,0.11995498588540487,0.11995498588540487,0.0,0.02332205836687872,,,,,,
23287,,0.14742122529945834,0.14742122529945834,0.0,0.025266267534726508,,,,,,
23288,,0.15398260471503777,0.15398260471503777,0.0,0.027229839395359744,,,,,,
23289,,0.1455138475623713,0.1455138475623713,0.0,0.028870412661140512,,,,,,
23290,,0.13925764858472578,0.13925764858472578,0.0,0.03029055084375374,,,,,,
23291,,0.1353665980010682,0.1353665980010682,0.0,0.03157546554356727,,,,,,
23292,,0.16840238040741584,0.16840238040741584,0.0,0.033466501985484766,,,,,,
23293,,0.1732089723048752,0.1732089723048752,0.0,0.03536063180012285,,,,,,
23294,,0.16283283741512167,0.16283283741512167,0.0,0.03695207051993987,,,,,,
23295,,0.13231479362172893,0.13231479362172893,0.0,0.03796713545004417,,,,,,
23296,,0.09920271610589763,0.09920271610589763,0.0,0.03852536508398808,,,,,,
23297,,0.06876096742198838,0.06876096742198838,0.0,0.038787385471955434,,,,,,
23298,,0.04785610742351436,0.04785610742351436,0.0,0.03890733711083946,,,,,,
23299,,0.04129472800793492,0.04129472800793492,0.0,0.0389952239091821,,,,,,
23300,,0.055905241474021684,0.055905241474021684,0.0,0.03916736166165538,,,0.035156786449988556,255.0,,
23301,,0.039425497825589614,0.039425497825589614,0.0,0.03925292227956687,,,,,,
23302,,0.023327229724574572,0.023327229724574572,0.0,0.039282116812820095,,,,,,
23303,,0.00043869687953002057,0.00043869687953002057,0.0,0.03927703316111322,,,,,,
23304,,-0.014667734798199383,-0.014667734798199383,0.0,0.03928533708498297,,,,,,
23305,,-0.03076600289921424,-0.03076600289921424,0.0,0.03933568582590041,,,,,,
23306,,-0.04381246662088963,-0.04381246662088963,0.0,0.03943518032691861,,,,,,
23307,,-0.058384832532234664,-0.058384832532234664,0.0,0.039615293298530876,,,,,,
23308,,-0.06494621194781429,-0.06494621194781429,0.0,0.03984431234731806,,,,,,
23309,,-0.07364385442893122,-0.07364385442893122,0.0,0.040137882953879565,,,,,,
23310,,-0.08707179369802402,-0.08707179369802402,0.0,0.04054024302991464,,,,,,
23311,,-0.08630884260318919,-0.08630884260318919,0.0,0.0409303448094303,,,,,,
23312,,-0.08455405508506912,-0.08455405508506912,0.0,0.04130207862002446,,,,,,
23313,,-0.07837415121690708,-0.07837415121690708,0.0,0.04162040161553323,,,,,,
23314,,-0.07265201800564594,-0.07265201800564594,0.0,0.04189506095654029,,,,,,
23315,,-0.06425955596246295,-0.06425955596246295,0.0,0.042108759563441685,,,,,,
23316,,-0.05457007705806057,-0.05457007705806057,0.0,0.04226196960830307,,,,,,
23317,,-0.05365453574425879,-0.05365453574425879,0.0,0.042407701209579,,,,,,
23318,,-0.050984206912336925,-0.050984206912336925,0.0,0.04253286324183603,,,,,,
23319,,-0.042133974212253025,-0.042133974212253025,0.0,0.042620489597190656,,,,,,
23320,,-0.033588921950103066,-0.033588921950103066,0.0,0.04267516368133378,,,,,,
23321,,-0.025730525673304434,-0.025730525673304434,0.0,0.04270886282307531,,,,,,
23322,,-0.017948424505989102,-0.017948424505989102,0.0,0.04272476532301965,,,,,,
23323,,-0.015659571221484647,-0.015659571221484647,0.0,0.042734469154549884,,,,,,
23324,,-0.012073701075761,-0.012073701075761,0.0,0.04274048470789742,,,,,,
23325,,-0.003910124361028444,-0.003910124361028444,0.0,0.04274075857285634,,,,,,
23326,,0.0024223697261005483,0.0024223697261005483,0.0,0.04274105034813321,,,,,,
23327,,0.005779354543373749,0.005779354543373749,0.0,0.04274197155147338,,,,,,
23328,,0.012340733958953187,0.012340733958953187,0.0,0.0427497011500305,,,,,,
23329,,0.012569619287403633,0.012569619287403633,0.0,0.042757732554883375,,,,,,
23330,,0.013103685053788006,0.013103685053788006,0.0,0.04276464986735154,,,,,,
23331,,0.011882963302052296,0.011882963302052296,0.0,0.042771273902282116,,,,,,
23332,,0.015545128557259423,0.015545128557259423,0.0,0.04278330135554311,,,,,,
23333,,0.015011062790875052,0.015011062790875052,0.0,0.04279474527735295,,,,,,
23334,,0.020428015564202262,0.020428015564202262,0.0,0.04281534661815688,,,,,,
23335,,0.021419851987487526,0.021419851987487526,0.0,0.042838279270306256,,,,,,
23336,,0.020580605783169226,0.020580605783169226,0.0,0.04285975488431533,,,,,,
23337,,0.020504310673685744,0.020504310673685744,0.0,0.042880072971087965,,,,,,
23338,,0.01737621118486299,0.01737621118486299,0.0,0.04289525650808646,,,,,,
23339,,0.015697718776226388,0.015697718776226388,0.0,0.04290768318070046,,,,,,
23340,,0.017299916075379507,0.017299916075379507,0.0,0.04292162682508962,,,,,,
23341,,0.021496147096971008,0.021496147096971008,0.0,0.04294421984396877,,,,,,
23342,,0.0227931639581902,0.0227931639581902,0.0,0.042967668458323685,,,,,,
23343,,0.018062867170214325,0.018062867170214325,0.0,0.042980329603977,,,,,,
23344,,0.011577782864118369,0.011577782864118369,0.0,0.04297857571423076,,,,,,
23345,,0.012645914396887115,0.012645914396887115,0.0,0.042974381339808757,,,,,,
23346,,0.016384374761577725,0.016384374761577725,0.0,0.04298457285551217,,,,,,
23347,,0.015545128557259423,0.015545128557259423,0.0,0.042995577508856624,,,,,,
23348,,0.018978408484016107,0.018978408484016107,0.0,0.043012249110857353,,,,,,
23349,,0.013942931258106306,0.013942931258106306,0.0,0.04301164879053317,,,,,,
23350,,0.01203555352101926,0.01203555352101926,0.0,0.04300337201840584,,,,,,
23351,,0.013866636148622824,0.013866636148622824,0.0,0.04299143998251394,,,,,,
23352,,0.01661326009002817,0.01661326009002817,0.0,0.04299263117176378,,,,,,
23353,,0.01707103074692906,0.01707103074692906,0.0,0.042997803499589045,,,,,,
23354,,0.015697718776226388,0.015697718776226388,0.0,0.04300059380831239,,,,,,
23355,,0.012645914396887115,0.012645914396887115,0.0,0.04299554557571242,,,,,,
23356,,0.00913633936064695,0.00913633936064695,0.0,0.04298933567355821,,,,,,
23357,,0.006160830090791158,0.006160830090791158,0.0,0.042983505678759394,,,,,,
23358,,0.00951781490806436,0.00951781490806436,0.0,0.04297247835155293,,,,,,
23359,,0.01737621118486299,0.01737621118486299,0.0,0.0429769816351745,,,,,,
23360,,0.013561455710688897,0.013561455710688897,0.0,0.042981441315729466,,,,,,
23361,,0.016918440527962098,0.016918440527962098,0.0,0.04298854487535302,,,,,,
23362,,0.014705882352941124,0.014705882352941124,0.0,0.042990128370504095,,,,,,
23363,,0.007839322499427759,0.007839322499427759,0.0,0.04298558215954628,,,,,,
23364,,0.009212634470130432,0.009212634470130432,0.0,0.04298231453101584,,,,,,
23365,,0.011272602426184442,0.011272602426184442,0.0,0.04298079890529495,,,,,,
23366,,0.009060044251163468,0.009060044251163468,0.0,0.042978993068162566,,,,,,
23367,,0.010051880674448732,0.010051880674448732,0.0,0.04298225447227229,,,,,,
23368,,0.014400701915007197,0.014400701915007197,0.0,0.042991938302170664,,,,,,
23369,,0.013942931258106306,0.013942931258106306,0.0,0.0429995782351764,,,,,,
23370,,0.010433356221866141,0.010433356221866141,0.0,0.0429989580204284,,,,,,
23371,,0.007991912718394723,0.007991912718394723,0.0,0.04299208723769826,,,,,,
23372,,0.010967421988250514,0.010967421988250514,0.0,0.042989637977459715,,,,,,
23373,,0.011425192645151405,0.011425192645151405,0.0,0.04299378774462117,,,,,,
23374,,0.012264438849469705,0.012264438849469705,0.0,0.043000962098468286,,,,,,
23375,,0.006542305638208568,0.006542305638208568,0.0,0.04300298020778207,,,,,,
23376,,0.008983749141679986,0.008983749141679986,0.0,0.04300602705559799,,,,,,
23377,,0.009746700236514805,0.009746700236514805,0.0,0.043007631238905775,,,,,,
23378,,0.012188143739986224,0.012188143739986224,0.0,0.04301224146164349,,,,,,
23379,,0.01707103074692906,0.01707103074692906,0.0,0.04302488022598778,,,,,,
23380,,0.011501487754634887,0.011501487754634887,0.0,0.043030193805037906,,,,,,
23381,,0.011882963302052296,0.011882963302052296,0.0,0.043036294752061825,,,,,,
23382,,0.012493324177920151,0.012493324177920151,0.0,0.04304343600309807,,,,,,
23383,,0.01165407797360185,0.01165407797360185,0.0,0.04304672192123234,,,,,,
23384,,0.007686732280460796,0.007686732280460796,0.0,0.04304675146469511,,,,,,
23385,,0.0051689936675058945,0.0051689936675058945,0.0,0.04304606343480962,,,,,,
23386,,0.010204470893415696,0.010204470893415696,0.0,0.0430512910692156,,,,,,
23387,,0.01707103074692906,0.01707103074692906,0.0,0.043065948517595494,,,,,,
23388,,0.018978408484016107,0.018978408484016107,0.0,0.043083740143865894,,,,,,
23389,,0.015239948119325497,0.015239948119325497,0.0,0.04309446136576013,,,,,,
23390,,0.012645914396887115,0.012645914396887115,0.0,0.043100730107898916,,,,,,
23391,,0.009288929579613914,0.009288929579613914,0.0,0.043104153014114646,,,,,,
23392,,0.010662241550316587,0.010662241550316587,0.0,0.04310775280555291,,,,,,
23393,,0.014782177462424606,0.014782177462424606,0.0,0.043118406280109066,,,,,,
23394,,0.01455329213397416,0.01455329213397416,0.0,0.04312874904811046,,,,,,
23395,,0.01615548943312728,0.01615548943312728,0.0,0.043141744234132126,,,,,,
23396,,0.011043717097733996,0.011043717097733996,0.0,0.04314604757282426,,,,,,
23397,,0.012188143739986224,0.012188143739986224,0.0,0.043148007426534234,,,,,,
23398,,0.008449683375295614,0.008449683375295614,0.0,0.043147363830071055,,,,,,
23399,,0.013866636148622824,0.013866636148622824,0.0,0.04315642344738341,,,,,,
23400,,0.01161593041886011,0.01161593041886011,0.0,0.043163219697610083,,,0.003936827649347677,58.0,,
23401,,0.009632257572289582,0.009632257572289582,0.0,0.043167814916134625,,,,,,
23402,,0.006961928740367718,0.006961928740367718,0.0,0.04316984896863987,,,,,,
23403,,0.006809338521400754,0.006809338521400754,0.0,0.04317081847355775,,,,,,
23404,,0.005130846112764154,0.005130846112764154,0.0,0.04317016114720325,,,,,,
23405,,0.004291599908445853,0.004291599908445853,0.0,0.04316976293593477,,,,,,
23406,,0.006504158083466827,0.006504158083466827,0.0,0.043170320459994485,,,,,,
23407,,0.0070382238498511995,0.0070382238498511995,0.0,0.043171326887010815,,,,,,
23408,,0.00993743801022351,0.00993743801022351,0.0,0.043175270441992444,,,,,,
23409,,0.008106355382619945,0.008106355382619945,0.0,0.043175920070345215,,,,,,
23410,,0.00581750209811549,0.00581750209811549,0.0,0.04317496504148254,,,,,,
23411,,0.0023079270618753256,0.0023079270618753256,0.0,0.04317390770009404,,,,,,
23412,,0.003147173266193626,0.003147173266193626,0.0,0.04317431920900955,,,,,,
23413,,0.00993743801022351,0.00993743801022351,0.0,0.04317808151999113,,,,,,
23414,,0.012302586404211446,0.012302586404211446,0.0,0.04318515302714806,,,,,,
23415,,0.006961928740367718,0.006961928740367718,0.0,0.043186598629913274,,,,,,
23416,,0.0023842221713588074,0.0023842221713588074,0.0,0.043185785511782565,,,,,,
23417,,0.0032997634851605895,0.0032997634851605895,0.0,0.04318420406305547,,,,,,
23418,,0.004520485236896299,0.004520485236896299,0.0,0.04318222870917379,,,,,,
23419,,0.008106355382619945,0.008106355382619945,0.0,0.04318409066067129,,,,,,
23420,,0.008564126039520836,0.008564126039520836,0.0,0.04318712854028234,,,,,,
23421,,0.007648584725719055,0.007648584725719055,0.0,0.04318911289942523,,,,,,
23422,,0.005893797207598972,0.005893797207598972,0.0,0.04318976217307437,,,,,,
23423,,0.005130846112764154,0.005130846112764154,0.0,0.043186116474685454,,,,,,
23424,,0.002536812390325771,0.002536812390325771,0.0,0.04318274827028757,,,,,,
23425,,0.003910124361028444,0.003910124361028444,0.0,0.04318123572346168,,,,,,
23426,,0.005588616769665045,0.005588616769665045,0.0,0.04318170870223971,,,,,,
23427,,0.008945601586938245,0.008945601586938245,0.0,0.04318474294008259,,,,,,
23428,,0.009632257572289582,0.009632257572289582,0.0,0.043189162562172284,,,,,,
23429,,0.00581750209811549,0.00581750209811549,0.0,0.043189162562172284,,,,,,
23430,,0.0042153047989623715,0.0042153047989623715,0.0,0.043188809501284973,,,,,,
23431,,0.0006294346532387252,0.0006294346532387252,0.0,0.04318500475746166,,,,,,
23432,,0.00413900968947889,0.00413900968947889,0.0,0.04318536854472715,,,,,,
23433,,0.008106355382619945,0.008106355382619945,0.0,0.043188562063947084,,,,,,
23434,,0.010242618448157437,0.010242618448157437,0.0,0.04319363285447492,,,,,,
23435,,0.01077668421454181,0.01077668421454181,0.0,0.04319947608692889,,,,,,
23436,,0.010700389105058328,0.010700389105058328,0.0,0.043204852691703335,,,,,,
23437,,0.0036812390325779987,0.0036812390325779987,0.0,0.04320490804768626,,,,,,
23438,,0.002536812390325771,0.002536812390325771,0.0,0.04320520942901572,,,,,,
23439,,0.0019264515144579164,0.0019264515144579164,0.0,0.04320537373806784,,,,,,
23440,,0.007343404287785127,0.007343404287785127,0.0,0.04320757647341643,,,,,,
23441,,0.011005569542992255,0.011005569542992255,0.0,0.043213618701995846,,,,,,
23442,,0.006427862973983345,0.006427862973983345,0.0,0.04321433320024661,,,,,,
23443,,0.009174486915388691,0.009174486915388691,0.0,0.043217857055799905,,,,,,
23444,,0.008030060273136463,0.008030060273136463,0.0,0.04322027025307378,,,,,,
23445,,0.003070878156710144,0.003070878156710144,0.0,0.0432204011275501,,,,,,
23446,,0.006351567864499863,0.006351567864499863,0.0,0.04322222073944522,,,,,,
23447,,0.009632257572289582,0.009632257572289582,0.0,0.04322546276716717,,,,,,
23448,,0.009479667353322618,0.009479667353322618,0.0,0.04322855789507937,,,,,,
23449,,0.007343404287785127,0.007343404287785127,0.0,0.0432300800558298,,,,,,
23450,,0.004749370565346744,0.004749370565346744,0.0,0.04323080818589132,,,,,,
23451,,0.0033760585946440713,0.0033760585946440713,0.0,0.04322997760438469,,,,,,
23452,,0.004749370565346744,0.004749370565346744,0.0,0.04322949812839441,,,,,,
23453,,0.004520485236896299,0.004520485236896299,0.0,0.043230202119091725,,,,,,
23454,,0.004367895017929335,0.004367895017929335,0.0,0.04323096742154488,,,,,,
23455,,0.006885633630884236,0.006885633630884236,0.0,0.043233323689409575,,,,,,
23456,,0.006427862973983345,0.006427862973983345,0.0,0.04323507763524785,,,,,,
23457,,0.0029182879377431803,0.0029182879377431803,0.0,0.043235333733192556,,,,,,
23458,,-5.722133211261138e-05,-5.722133211261138e-05,0.0,0.0432350834889321,,,,,,
23459,,0.005588616769665045,0.005588616769665045,0.0,0.04323664244317782,,,,,,
23460,,0.008411535820553873,0.008411535820553873,0.0,0.04324002049669875,,,,,,
23461,,0.010242618448157437,0.010242618448157437,0.0,0.043245274722132576,,,,,,
23462,,0.005436026550698081,0.005436026550698081,0.0,0.04324667310765153,,,,,,
23463,,-0.0005912870984969842,-0.0005912870984969842,0.0,0.04324425421451779,,,,,,
23464,,-0.001201647974364839,-0.001201647974364839,0.0,0.043242580529893423,,,,,,
23465,,0.00207904173342488,0.00207904173342488,0.0,0.04324118449948844,,,,,,
23466,,0.0042153047989623715,0.0042153047989623715,0.0,0.04324206636986607,,,,,,
23467,,0.0042153047989623715,0.0042153047989623715,0.0,0.04324238665979859,,,,,,
23468,,0.009861142900740028,0.009861142900740028,0.0,0.04324631598085112,,,,,,
23469,,0.009479667353322618,0.009479667353322618,0.0,0.04324950982742535,,,,,,
23470,,0.005054551003280672,0.005054551003280672,0.0,0.043249548302541484,,,,,,
23471,,0.008258945601586909,0.008258945601586909,0.0,0.0432529516788182,,,,,,
23472,,0.006351567864499863,0.006351567864499863,0.0,0.04325488182200578,,,,,,
23473,,0.007114518959334681,0.007114518959334681,0.0,0.04325729353884463,,,,,,
23474,,0.010852979324025291,0.010852979324025291,0.0,0.0432626654444019,,,,,,
23475,,0.0103952086671244,0.0103952086671244,0.0,0.043267689237616216,,,,,,
23476,,0.008106355382619945,0.008106355382619945,0.0,0.043270647698564604,,,,,,
23477,,0.007419699397268609,0.007419699397268609,0.0,0.04327328136579248,,,,,,
23478,,0.005588616769665045,0.005588616769665045,0.0,0.043274573868687424,,,,,,
23479,,0.009479667353322618,0.009479667353322618,0.0,0.043278962095860594,,,,,,
23480,,0.011387045090409664,0.011387045090409664,0.0,0.0432845983741724,,,,,,
23481,,0.01329442282749671,0.01329442282749671,0.0,0.043291796879078616,,,,,,
23482,,0.011158159761959219,0.011158159761959219,0.0,0.04329465519393562,,,,,,
23483,,0.012912947280079301,0.012912947280079301,0.0,0.04328692015067933,,,,,,
23484,,0.008640421149004318,0.008640421149004318,0.0,0.04326629080016509,,,,,,
23485,,0.008869306477454764,0.008869306477454764,0.0,0.04323342379136201,,,,,,
23486,,0.011005569542992255,0.011005569542992255,0.0,0.04319011024536195,,,,,,
23487,,0.011310749980926182,0.011310749980926182,0.0,0.04314037691326901,,,,,,
23488,,0.012302586404211446,0.012302586404211446,0.0,0.0430790335873437,,,,,,
23489,,0.009479667353322618,0.009479667353322618,0.0,0.04302062712535772,,,,,,
23490,,0.004596780346379781,0.004596780346379781,0.0,0.042958663148533596,,,,,,
23491,,0.0018501564049744346,0.0018501564049744346,0.0,0.04289013347662648,,,,,,
23492,,0.006885633630884236,0.006885633630884236,0.0,0.042789454361421175,,,,,,
23493,,0.010547798886091364,0.010547798886091364,0.0,0.04260365607908323,,,,,,
23494,,0.015964751659418575,0.015964751659418575,0.0,0.042367468241684476,,,,,,
23495,,0.010242618448157437,0.010242618448157437,0.0,0.042120565961737404,,,,,,
23496,,0.006809338521400754,0.006809338521400754,0.0,0.041871934329761266,,,,,,
23497,,0.006809338521400754,0.006809338521400754,0.0,0.04164722335114157,,,,,,
23498,,0.006046387426565936,0.006046387426565936,0.0,0.041429681983225164,,,,,,
23499,,0.008869306477454764,0.008869306477454764,0.0,0.0412603923487658,,,,,,
23500,,0.010128175783932214,0.010128175783932214,0.0,0.041163310612106825,,,0.006820782787823301,98.0,,
23501,,0.009288929579613914,0.009288929579613914,0.0,0.041082166178820004,,,,,,
23502,,0.006160830090791158,0.006160830090791158,0.0,0.04097323457908277,,,,,,
23503,,0.007381551842526868,0.007381551842526868,0.0,0.04087610747706698,,,,,,
23504,,0.006694895857175531,0.006694895857175531,0.0,0.04081554826732514,,,,,,
23505,,0.006313420309758122,0.006313420309758122,0.0,0.0407289226300231,,,,,,
23506,,0.012493324177920151,0.012493324177920151,0.0,0.04064998551364965,,,,,,
23507,,0.014629587243457642,0.014629587243457642,0.0,0.04064247711068826,,,,,,
23508,,0.019207293812466553,0.019207293812466553,0.0,0.04065708636017186,,,,,,
23509,,0.012340733958953187,0.012340733958953187,0.0,0.0405885236972703,,,,,,
23510,,0.011348897535667923,0.011348897535667923,0.0,0.04031057609411264,,,,,,
23511,,0.007228961623559904,0.007228961623559904,0.0,0.039825258637444856,,,,,,
23512,,0.008754863813229541,0.008754863813229541,0.0,0.039408321947326276,,,,,,
23513,,0.012645914396887115,0.012645914396887115,0.0,0.039011451078019406,,,,,,
23514,,0.015621423666742905,0.015621423666742905,0.0,0.03860711239715225,,,,,,
23515,,0.015316243228808977,0.015316243228808977,0.0,0.03809553273649752,,,,,,
23516,,0.014171816586556751,0.014171816586556751,0.0,0.037277085459197536,,,,,,
23517,,0.01821545738918129,0.01821545738918129,0.0,0.03600739285779206,,,,,,
23518,,0.012493324177920151,0.012493324177920151,0.0,0.03455605898484394,,,,,,
23519,,0.013790341039139342,0.013790341039139342,0.0,0.033209727003793564,,,,,,
23520,,0.017986572060730843,0.017986572060730843,0.0,0.03193707104865978,,,,,,
23521,,0.018444342717631734,0.018444342717631734,0.0,0.03068852459175731,,,,,,
23522,,0.012417029068436669,0.012417029068436669,0.0,0.028620872245112967,,,,,,
23523,,0.012645914396887115,0.012645914396887115,0.0,0.02625659888239859,,,,,,
23524,,0.013866636148622824,0.013866636148622824,0.0,0.02397841576318432,,,,,,
23525,,0.01699473563744558,0.01699473563744558,0.0,0.022362957882255726,,,,,,
23526,,0.012417029068436669,0.012417029068436669,0.0,0.02140057265935475,,,,,,
23527,,0.01455329213397416,0.01455329213397416,0.0,0.020936774906872766,,,,,,
23528,,0.011730373083085333,0.011730373083085333,0.0,0.020712059041532196,,,,,,
