t_ms,state,emg_raw_mV,emg_clean_ecg_mV,emg_ecg_artifact_mV,emg_env_rms,emg_mdf_hz,emg_mnf_hz,emg_pkt_rms_v,emg_snr,fatigue_score,fatigue_conf
39,,0.028400854505226114,0.028400854505226114,0.0,,,,,,,
40,,-0.027790493629358443,-0.027790493629358443,0.0,,,,,,,
41,,-0.021152819104295523,-0.021152819104295523,0.0,,,,,,,
42,,-0.011692225528343592,-0.011692225528343592,0.0,,,,,,,
43,,0.028019378957808705,0.028019378957808705,0.0,,,,,,,
44,,0.10343709468223086,0.10343709468223086,0.0,,,,,,,
45,,0.007419699397268609,0.007419699397268609,0.0,,,,,,,
46,,0.011158159761959219,0.011158159761959219,0.0,,,,,,,
47,,0.12380788891432071,0.12380788891432071,0.0,,,,,,,
48,,0.02119096665903708,0.02119096665903708,0.0,,,,,,,
49,,-0.0019264515144579164,-0.0019264515144579164,0.0,,,,,,,
50,,-0.0409895475700008,-0.0409895475700008,0.0,,,,,,,
51,,-0.06582360570687433,-0.06582360570687433,0.0,,,,,,,
52,,-0.044193942168307035,-0.044193942168307035,0.0,,,,,,,
53,,-0.01413366903181501,-0.01413366903181501,0.0,,,,,,,
54,,-0.027256427862974074,-0.027256427862974074,0.0,,,,,,,
55,,-0.0342755779354544,-0.0342755779354544,0.0,,,,,,,
56,,-0.03664072632944234,-0.03664072632944234,0.0,,,,,,,
57,,0.0018501564049744346,0.0018501564049744346,0.0,,,,,,,
58,,0.004863813229571967,0.004863813229571967,0.0,,,,,,,
59,,0.06837949187457097,0.06837949187457097,0.0,,,,,,,
60,,-0.05327306019684138,-0.05327306019684138,0.0,,,,,,,
61,,-0.05865186541542704,-0.05865186541542704,0.0,,,,,,,
62,,-0.11598764019226364,-0.11598764019226364,0.0,,,,,,,
63,,-0.02462424658579395,-0.02462424658579395,0.0,,,,,,,
64,,0.004901960784313708,0.004901960784313708,0.0,,,,,,,
65,,-0.036449988555733635,-0.036449988555733635,0.0,,,,,,,
66,,-0.006542305638208568,-0.006542305638208568,0.0,,,,,,,
67,,0.010013733119706991,0.010013733119706991,0.0,,,,,,,
68,,0.020656900892652708,0.020656900892652708,0.0,,,,,,,
69,,-0.010662241550316587,-0.010662241550316587,0.0,,,,,,,
70,,0.11411841000991833,0.11411841000991833,0.0,,,,,,,
71,,0.02237354085603105,0.02237354085603105,0.0,,,,,,,
72,,-0.0032616159304188486,-0.0032616159304188486,0.0,,,,,,,
73,,0.022640573739223235,0.022640573739223235,0.0,,,,,,,
74,,-0.036717021438925815,-0.036717021438925815,0.0,,,,,,,
75,,-0.04766536964980546,-0.04766536964980546,0.0,,,,,,,
76,,-0.06040665293354712,-0.06040665293354712,0.0,,,,,,,
77,,-0.017338063630121248,-0.017338063630121248,0.0,,,,,,,
78,,0.008030060273136463,0.008030060273136463,0.0,,,,,,,
79,,0.02985046158541227,0.02985046158541227,0.0,,,,,,,
80,,0.041943236438544515,0.041943236438544515,0.0,,,,,,,
81,,0.02901121538109397,0.02901121538109397,0.0,,,,,,,
82,,0.049343862058442246,0.049343862058442246,0.0,,,,,,,
83,,0.07570382238498523,0.07570382238498523,0.0,,,,,,,
84,,0.02538719768062858,0.02538719768062858,0.0,,,,,,,
85,,-0.02374685282673391,-0.02374685282673391,0.0,,,,,,,
86,,-0.08401998931868475,-0.08401998931868475,0.0,,,,,,,
87,,-0.03706034943160149,-0.03706034943160149,0.0,,,,,,,
88,,-0.0036430914778362578,-0.0036430914778362578,0.0,,,,,,,
89,,-0.1016060120546273,-0.1016060120546273,0.0,,,,,,,
90,,-0.013752193484397601,-0.013752193484397601,0.0,,,,,,,
91,,-0.03568703746089882,-0.03568703746089882,0.0,,,,,,,
92,,-0.019245441367208294,-0.019245441367208294,0.0,,,,,,,
93,,0.052243076218814556,0.052243076218814556,0.0,,,,,,,
94,,0.11915388723582832,0.11915388723582832,0.0,,,,,,,
95,,-0.022983901731899088,-0.022983901731899088,0.0,,,,,,,
96,,0.0482757305256735,0.0482757305256735,0.0,,,,,,,
97,,0.03694590676737608,0.03694590676737608,0.0,,,,,,,
98,,0.0010872053101396162,0.0010872053101396162,0.0,,,,,,,
99,,0.011272602426184442,0.011272602426184442,0.0,,,,,,,
100,,-0.0785648889906158,-0.0785648889906158,0.0,,,,0.059922178988326844,64.0,,
101,,-0.01832990005340651,-0.01832990005340651,0.0,,,,,,,
102,,-0.012188143739986224,-0.012188143739986224,0.0,,,,,,,
103,,0.009441519798580877,0.009441519798580877,0.0,,,,,,,
104,,-0.008525978484779095,-0.008525978484779095,0.0,,,,,,,
105,,0.058842603189135735,0.058842603189135735,0.0,,,,,,,
106,,-0.04381246662088963,-0.04381246662088963,0.0,,,,,,,
107,,0.0020027466239413982,0.0020027466239413982,0.0,,,,,,,
108,,0.008945601586938245,0.008945601586938245,0.0,,,,,,,
109,,-0.04171435111009388,-0.04171435111009388,0.0,,,,,,,
110,,-0.06754024567025266,-0.06754024567025266,0.0,,,,,,,
111,,-0.08661402304112312,-0.08661402304112312,0.0,,,,,,,
112,,0.02035172045471878,0.02035172045471878,0.0,,,,,,,
113,,-0.03404669260700396,-0.03404669260700396,0.0,,,,,,,
114,,-0.03618295567254145,-0.03618295567254145,0.0,,,,,,,
115,,-0.10934996566720072,-0.10934996566720072,0.0,,,,,,,
116,,0.011081864652475737,0.011081864652475737,0.0,,,,,,,
117,,-0.010051880674448732,-0.010051880674448732,0.0,,,,,,,
118,,0.0360303654535743,0.0360303654535743,0.0,,,,,,,
119,,0.0747501335164417,0.0747501335164417,0.0,,,,,,,
120,,0.05411230640115986,0.05411230640115986,0.0,,,,,,,
121,,0.04110399023422621,0.04110399023422621,0.0,,,,,,,
122,,0.05674448767833999,0.05674448767833999,0.0,,,,,,,
123,,0.020046540016784853,0.020046540016784853,0.0,,,,,,,
124,,0.007801174944686019,0.007801174944686019,0.0,,,,,,,
125,,0.007343404287785127,0.007343404287785127,0.0,,,,,,,
126,,-0.025043869687953097,-0.025043869687953097,0.0,,,,,,,
127,,-0.01749065384908821,-0.01749065384908821,0.0,,,,,,,
128,,0.008487830930037354,0.008487830930037354,0.0,,,,,,,
129,,0.030956740672922756,0.030956740672922756,0.0,,,,,,,
130,,0.02534905012588684,0.02534905012588684,0.0,,,,,,,
131,,0.04617761501487775,0.04617761501487775,0.0,,,,,,,
132,,0.07593270771343567,0.07593270771343567,0.0,,,,,,,
133,,-0.01455329213397416,-0.01455329213397416,0.0,,,,,,,
134,,0.0227931639581902,0.0227931639581902,0.0,,,,,,,
135,,0.006466010528725086,0.006466010528725086,0.0,,,,,,,
136,,-0.05960555428397056,-0.05960555428397056,0.0,,,,,,,
137,,-0.018062867170214325,-0.018062867170214325,0.0,,,,,,,
138,,0.00665674830243379,0.00665674830243379,0.0,,,,,,,
139,,0.01749065384908821,0.01749065384908821,0.0,,,,,,,
140,,0.03027008468757142,0.03027008468757142,0.0,,,,,,,
141,,0.010967421988250514,0.010967421988250514,0.0,,,,,,,
142,,0.022526131074998013,0.022526131074998013,0.0,,,,,,,
143,,0.06063553826199756,0.06063553826199756,0.0,,,,,,,
144,,0.09649423971923402,0.09649423971923402,0.0,,,,,,,
145,,0.08417257953765171,0.08417257953765171,0.0,,,,,,,
146,,0.03850995651178746,0.03850995651178746,0.0,,,,,,,
147,,0.09576943617914095,0.09576943617914095,0.0,,,,,,,
148,,-0.0010490577553978753,-0.0010490577553978753,0.0,,,,,,,
149,,-0.020580605783169413,-0.020580605783169413,0.0,,,,,,,
150,,0.005741206988632008,0.005741206988632008,0.0,,,,,,,
151,,-0.05693522545204851,-0.05693522545204851,0.0,,,,,,,
152,,-0.0010872053101396162,-0.0010872053101396162,0.0,,,,,,,
153,,0.02779049362935826,0.02779049362935826,0.0,,,,,,,
154,,0.05891889829861922,0.05891889829861922,0.0,,,,,,,
155,,0.03896772716868835,0.03896772716868835,0.0,,,,,,,
156,,0.12197680628671714,0.12197680628671714,0.0,,,,,,,
157,,0.03328374151216895,0.03328374151216895,0.0,,,,,,,
158,,0.02328908216983283,0.02328908216983283,0.0,,,,,,,
159,,-0.015087357900358533,-0.015087357900358533,0.0,,,,,,,
160,,-0.025463492790112247,-0.025463492790112247,0.0,,,,,,,
161,,-0.013103685053788006,-0.013103685053788006,0.0,,,,,,,
162,,-0.03885328450446331,-0.03885328450446331,0.0,,,,,,,
163,,-0.09809643701838713,-0.09809643701838713,0.0,,,,,,,
164,,-0.03431372549019614,-0.03431372549019614,0.0,,,,,,,
165,,-0.057583733882658104,-0.057583733882658104,0.0,,,,,,,
166,,0.013904783703364565,0.013904783703364565,0.0,,,,,,,
167,,0.09733348592355233,0.09733348592355233,0.0,,,,,,,
168,,0.12087052719920666,0.12087052719920666,0.0,,,,,,,
169,,0.04282063019760455,0.04282063019760455,0.0,,,,,,,
170,,0.07085908293278413,0.07085908293278413,0.0,,,,,,,
171,,-0.03961623559929813,-0.03961623559929813,0.0,,,,,,,
172,,0.005512321660181563,0.005512321660181563,0.0,,,,,,,
173,,-0.044766155489433156,-0.044766155489433156,0.0,,,,,,,
174,,-0.07192721446555288,-0.07192721446555288,0.0,,,,,,,
175,,-0.047589074540321984,-0.047589074540321984,0.0,,,,,,,
176,,-0.030727855344472494,-0.030727855344472494,0.0,,,,,,,
177,,-0.023632410162508683,-0.023632410162508683,0.0,,,,,,,
178,,-0.008411535820553873,-0.008411535820553873,0.0,,,,,,,
179,,0.05258640421149023,0.05258640421149023,0.0,,,,,,,
180,,0.0075341420614938315,0.0075341420614938315,0.0,,,,,,,
181,,-0.03946364538033117,-0.03946364538033117,0.0,,,,,,,
182,,-0.03606851300831622,-0.03606851300831622,0.0,,,,,,,
183,,0.06925688563363101,0.06925688563363101,0.0,,,,,,,
184,,0.11388952468146789,0.11388952468146789,0.0,,,,,,,
185,,-0.021534294651712936,-0.021534294651712936,0.0,,,,,,,
186,,-0.059224078736553144,-0.059224078736553144,0.0,,,,,,,
187,,-0.0378233005264363,-0.0378233005264363,0.0,,,,,,,
188,,-0.06136034180209064,-0.06136034180209064,0.0,,,,,,,
189,,-0.03149080643930731,-0.03149080643930731,0.0,,,,,,,
190,,-0.022640573739223423,-0.022640573739223423,0.0,,,,,,,
191,,0.0415617608911271,0.0415617608911271,0.0,,,,,,,
192,,0.0772678721293966,0.0772678721293966,0.0,,,,,,,
193,,-0.007763027389944278,-0.007763027389944278,0.0,,,,,,,
194,,-0.008678568703746059,-0.008678568703746059,0.0,,,,,,,
195,,0.05613412680247213,0.05613412680247213,0.0,,,,,,,
196,,0.04201953154802799,0.04201953154802799,0.0,,,,,,,
197,,0.0013542381933318026,0.0013542381933318026,0.0,,,,,,,
198,,-0.050946059357595185,-0.050946059357595185,0.0,,,,,,,
199,,-0.09622720683604184,-0.09622720683604184,0.0,,,,,,,
200,,-0.017681391622796916,-0.017681391622796916,0.0,,,,0.06253147173266194,74.0,,
201,,-0.09435797665369654,-0.09435797665369654,0.0,,,,,,,
202,,-0.041371023117418214,-0.041371023117418214,0.0,,,,,,,
203,,0.00665674830243379,0.00665674830243379,0.0,,,,,,,
204,,0.033360036621652434,0.033360036621652434,0.0,,,,,,,
205,,0.006733043411917272,0.006733043411917272,0.0,,,,,,,
206,,0.08260852979324033,0.08260852979324033,0.0,,,,,,,
207,,-0.05727855344472418,-0.05727855344472418,0.0,,,,,,,
208,,-0.005283436331731117,-0.005283436331731117,0.0,,,,,,,
209,,0.02534905012588684,0.02534905012588684,0.0,,,,,,,
210,,0.03194857709620802,0.03194857709620802,0.0,,,,,,,
211,,-0.0757801174944687,-0.0757801174944687,0.0,,,,,,,
212,,-0.061017013809414974,-0.061017013809414974,0.0,,,,,,,
213,,-0.05540932326237887,-0.05540932326237887,0.0,,,,,,,
214,,-0.011158159761959219,-0.011158159761959219,0.0,,,,,,,
215,,0.03328374151216895,0.03328374151216895,0.0,,,,,,,
216,,0.00207904173342488,0.00207904173342488,0.0,,,,,,,
217,,0.00497825589379719,0.00497825589379719,0.0,,,,,,,
218,,0.10320820935378043,0.10320820935378043,0.0,,,,,,,
219,,-0.03442816815442137,-0.03442816815442137,0.0,,,,,,,
220,,0.044041351949340266,0.044041351949340266,0.0,,,,,,,
221,,0.019741359578850926,0.019741359578850926,0.0,,,,,,,
222,,0.007724879835202537,0.007724879835202537,0.0,,,,,,,
223,,-0.004482337682154558,-0.004482337682154558,0.0,,,,,,,
224,,0.08512626840619524,0.08512626840619524,0.0,,,,,,,
225,,-0.0252346074616618,-0.0252346074616618,0.0,,,,,,,
226,,-0.06578545815213259,-0.06578545815213259,0.0,,,,,,,
227,,-0.0670061799038683,-0.0670061799038683,0.0,,,,,,,
228,,0.029354543373769637,0.029354543373769637,0.0,,,,,,,
229,,-0.0060845349813076766,-0.0060845349813076766,0.0,,,,,,,
230,,0.08073929961089503,0.08073929961089503,0.0,,,,,,,
231,,-0.015850308995193352,-0.015850308995193352,0.0,,,,,,,
232,,0.04308766308079674,0.04308766308079674,0.0,,,,,,,
233,,0.05113679713130407,0.05113679713130407,0.0,,,,,,,
234,,-0.00913633936064695,-0.00913633936064695,0.0,,,,,,,
235,,0.0013923857480735435,0.0013923857480735435,0.0,,,,,,,
236,,-0.07639047837033656,-0.07639047837033656,0.0,,,,,,,
237,,-0.07921339742122539,-0.07921339742122539,0.0,,,,,,,
238,,-0.08188372625314724,-0.08188372625314724,0.0,,,,,,,
239,,-0.039272907606622456,-0.039272907606622456,0.0,,,,,,,
240,,0.007114518959334681,0.007114518959334681,0.0,,,,,,,
241,,-0.01329442282749671,-0.01329442282749671,0.0,,,,,,,
242,,-0.014171816586556751,-0.014171816586556751,0.0,,,,,,,
243,,0.07322423132677205,0.07322423132677205,0.0,,,,,,,
244,,0.10374227512016479,0.10374227512016479,0.0,,,,,,,
245,,0.040608072022583576,0.040608072022583576,0.0,,,,,,,
246,,0.08684290836957358,0.08684290836957358,0.0,,,,,,,
247,,-0.004825665674830226,-0.004825665674830226,0.0,,,,,,,
248,,-0.05876630807965225,-0.05876630807965225,0.0,,,,,,,
249,,-0.045529106584267974,-0.045529106584267974,0.0,,,,,,,
250,,-0.007419699397268609,-0.007419699397268609,0.0,,,,,,,
251,,-0.045910582131685376,-0.045910582131685376,0.0,,,,,,,
252,,-0.03702220187685974,-0.03702220187685974,0.0,,,,,,,
253,,-0.013027389944304524,-0.013027389944304524,0.0,,,,,,,
254,,0.017185473411154284,0.017185473411154284,0.0,,,,,,,
255,,0.00913633936064695,0.00913633936064695,0.0,,,,,,,
256,,-0.01699473563744558,-0.01699473563744558,0.0,,,,,,,
257,,0.05811779964904266,0.05811779964904266,0.0,,,,,,,
258,,0.002040894178683139,0.002040894178683139,0.0,,,,,,,
259,,0.0006675822079804661,0.0006675822079804661,0.0,,,,,,,
260,,-0.06464103150988035,-0.06464103150988035,0.0,,,,,,,
261,,-0.04491874570840012,-0.04491874570840012,0.0,,,,,,,
262,,-0.05159456778820478,-0.05159456778820478,0.0,,,,,,,
263,,-0.07803082322423141,-0.07803082322423141,0.0,,,,,,,
264,,-0.07764934767681402,-0.07764934767681402,0.0,,,,,,,
265,,-0.03915846494239724,-0.03915846494239724,0.0,,,,,,,
266,,-0.011463340199893146,-0.011463340199893146,0.0,,,,,,,
267,,0.09573128862439921,0.09573128862439921,0.0,,,,,,,
268,,-0.002574959945067512,-0.002574959945067512,0.0,,,,,,,
269,,0.05514229037918687,0.05514229037918687,0.0,,,,,,,
270,,0.058041504539559176,0.058041504539559176,0.0,,,,,,,
271,,-0.05323491264209963,-0.05323491264209963,0.0,,,,,,,
272,,-0.04232471198596174,-0.04232471198596174,0.0,,,,,,,
273,,0.0015449759670405072,0.0015449759670405072,0.0,,,,,,,
274,,-0.08703364614328228,-0.08703364614328228,0.0,,,,,,,
275,,-0.05121309224078737,-0.05121309224078737,0.0,,,,,,,
276,,-0.06155107957579934,-0.06155107957579934,0.0,,,,,,,
277,,-0.07059205004959195,-0.07059205004959195,0.0,,,,,,,
278,,-0.048504615854123766,-0.048504615854123766,0.0,,,,,,,
279,,0.014896620126649829,0.014896620126649829,0.0,,,,,,,
280,,0.1058785381857023,0.1058785381857023,0.0,,,,,,,
281,,0.03858625162127094,0.03858625162127094,0.0,,,,,,,
282,,0.1274319066147861,0.1274319066147861,0.0,,,,,,,
283,,-0.02393759060044261,-0.02393759060044261,0.0,,,,,,,
284,,0.012264438849469705,0.012264438849469705,0.0,,,,,,,
285,,0.033817807278553325,0.033817807278553325,0.0,,,,,,,
286,,0.02412832837415113,0.02412832837415113,0.0,,,,,,,
287,,-0.09527351796749832,-0.09527351796749832,0.0,,,,,,,
288,,-0.06204699778744198,-0.06204699778744198,0.0,,,,,,,
289,,-0.050984206912336925,-0.050984206912336925,0.0,,,,,,,
290,,-0.05869001297016877,-0.05869001297016877,0.0,,,,,,,
291,,-0.008373388265812132,-0.008373388265812132,0.0,,,,,,,
292,,0.018177309834439548,0.018177309834439548,0.0,,,,,,,
293,,0.057621881437400026,0.057621881437400026,0.0,,,,,,,
294,,0.020962081330586635,0.020962081330586635,0.0,,,,,,,
295,,-0.00791561760891124,-0.00791561760891124,0.0,,,,,,,
296,,0.05685893034256521,0.05685893034256521,0.0,,,,,,,
297,,0.0004768444342717615,0.0004768444342717615,0.0,,,,,,,
298,,-0.024319066147860023,-0.024319066147860023,0.0,,,,,,,
299,,-0.09119172961013204,-0.09119172961013204,0.0,,,,,,,
300,,0.00623712520027464,0.00623712520027464,0.0,,,,0.07484550240329596,56.0,,
301,,0.021000228885328376,0.021000228885328376,0.0,,,,,,,
302,,-0.002040894178683139,-0.002040894178683139,0.0,,,,,,,
303,,-0.012417029068436669,-0.012417029068436669,0.0,,,,,,,
304,,0.057125963225757394,0.057125963225757394,0.0,,,,,,,
305,,0.02740901808194085,0.02740901808194085,0.0,,,,,,,
306,,-0.07154573891813547,-0.07154573891813547,0.0,,,,,,,
307,,0.05498970016021991,0.05498970016021991,0.0,,,,,,,
308,,0.03927290760662265,0.03927290760662265,0.0,,,,,,,
309,,-0.02080949111161986,-0.02080949111161986,0.0,,,,,,,
310,,-0.07497901884489215,-0.07497901884489215,0.0,,,,,,,
311,,-0.03755626764324412,-0.03755626764324412,0.0,,,,,,,
312,,-0.08630884260318919,-0.08630884260318919,0.0,,,,,,,
313,,-0.048084992751964616,-0.048084992751964616,0.0,,,,,,,
314,,-0.07780193789578098,-0.07780193789578098,0.0,,,,,,,
315,,0.041027695124742726,0.041027695124742726,0.0,,,,,,,
316,,0.07543678950179304,0.07543678950179304,0.0,,,,,,,
317,,0.0730716411078051,0.0730716411078051,0.0,,,,,,,
318,,0.09309910734721909,0.09309910734721909,0.0,,,,,,,
319,,0.12121385519188232,0.12121385519188232,0.0,,,,,,,
320,,0.09111543450064855,0.09111543450064855,0.0,,,,,,,
321,,0.15024414435034716,0.15024414435034716,0.0,,,,,,,
322,,0.05754558632791655,0.05754558632791655,0.0,,,,,,,
323,,0.03652628366521693,0.03652628366521693,0.0,,,,,,,
324,,0.07646677347982003,0.07646677347982003,0.0,,,,,,,
325,,-0.021839475089646863,-0.021839475089646863,0.0,,,,,,,
326,,-0.004406042572671076,-0.004406042572671076,0.0,,,,,,,
327,,-0.019932097352559817,-0.019932097352559817,0.0,,,,,,,
328,,-0.0008964675364309116,-0.0008964675364309116,0.0,,,,,,,
329,,0.032597085526817615,0.032597085526817615,0.0,,,,,,,
330,,0.04510948348210901,0.04510948348210901,0.0,,,,,,,
331,,0.016803997863736875,0.016803997863736875,0.0,,,,,,,
332,,0.07230869001297027,0.07230869001297027,0.0,,,,,,,
333,,0.05601968413824691,0.05601968413824691,0.0,,,,,,,
334,,0.06033035782406363,0.06033035782406363,0.0,,,,,,,
335,,-0.07330052643625554,-0.07330052643625554,0.0,,,,,,,
336,,-0.06334401464866117,-0.06334401464866117,0.0,,,,,,,
337,,-0.05647745479514762,-0.05647745479514762,0.0,,,,,,,
338,,-0.03549629968719011,-0.03549629968719011,0.0,,,,,,,
339,,-0.09157320515754945,-0.09157320515754945,0.0,,,,,,,
340,,-0.043469138628213964,-0.043469138628213964,0.0,,,,,,,
341,,-0.019359884031433516,-0.019359884031433516,0.0,,,,,,,
342,,0.08875028610666062,0.08875028610666062,0.0,,,,,,,
343,,0.07906080720225843,0.07906080720225843,0.0,,,,,,,
344,,0.05487525749599468,0.05487525749599468,0.0,,,,,,,
345,,0.06998168917372409,0.06998168917372409,0.0,,,,,,,
346,,0.09435797665369654,0.09435797665369654,0.0,,,,,,,
347,,-0.01081483176928355,-0.01081483176928355,0.0,,,,,,,
348,,-0.017757686732280398,-0.017757686732280398,0.0,,,,,,,
349,,-0.06696803234912656,-0.06696803234912656,0.0,,,,,,,
350,,-0.057660028992141586,-0.057660028992141586,0.0,,,,,,,
351,,-0.07837415121690708,-0.07837415121690708,0.0,,,,,,,
352,,-0.022449835965514715,-0.022449835965514715,0.0,,,,,,,
353,,-0.057621881437399845,-0.057621881437399845,0.0,,,,,,,
354,,-0.02012283512626852,-0.02012283512626852,0.0,,,,,,,
355,,0.07719157701991312,0.07719157701991312,0.0,,,,,,,
356,,0.07902265964751667,0.07902265964751667,0.0,,,,,,,
357,,0.03820477607385353,0.03820477607385353,0.0,,,,,,,
358,,0.07188906691081114,0.07188906691081114,0.0,,,,,,,
359,,0.047627222095063905,0.047627222095063905,0.0,,,,,,,
360,,-0.018101014724956066,-0.018101014724956066,0.0,,,,,,,
361,,-0.029430838483253303,-0.029430838483253303,0.0,,,,,,,
362,,-0.061093308918898456,-0.061093308918898456,0.0,,,,,,,
363,,-0.06120775158312367,-0.06120775158312367,0.0,,,,,,,
364,,-0.04964904249637599,-0.04964904249637599,0.0,,,,,,,
365,,-0.001125352864881357,-0.001125352864881357,0.0,,,,,,,
366,,-0.02347981994354172,-0.02347981994354172,0.0,,,,,,,
367,,0.09615091172655835,0.09615091172655835,0.0,,,,,,,
368,,0.04594872968642731,0.04594872968642731,0.0,,,,,,,
369,,0.11419470511940182,0.11419470511940182,0.0,,,,,,,
370,,0.07917524986648365,0.07917524986648365,0.0,,,,,,,
371,,0.0757801174944687,0.0757801174944687,0.0,,,,,,,
372,,0.04278248264286281,0.04278248264286281,0.0,,,,,,,
373,,-0.015659571221484647,-0.015659571221484647,0.0,,,,,,,
374,,0.020122835126268335,0.020122835126268335,0.0,,,,,,,
375,,-0.050907911802853444,-0.050907911802853444,0.0,,,,,,,
376,,-0.07822156099794013,-0.07822156099794013,0.0,,,,,,,
377,,-0.04285877775234611,-0.04285877775234611,0.0,,,,,,,
378,,-0.09737163347829407,-0.09737163347829407,0.0,,,,,,,
379,,0.04232471198596192,0.04232471198596192,0.0,,,,,,,
380,,0.11308842603189133,0.11308842603189133,0.0,,,,,,,
381,,0.11568245975432971,0.11568245975432971,0.0,,,,,,,
382,,0.0253109025711451,0.0253109025711451,0.0,,,,,,,
383,,0.06818875410086225,0.06818875410086225,0.0,,,,,,,
384,,0.03698405432211782,0.03698405432211782,0.0,,,,,,,
385,,-0.0557145037003128,-0.0557145037003128,0.0,,,,,,,
386,,-0.11728465705348283,-0.11728465705348283,0.0,,,,,,,
387,,-0.08279926756694903,-0.08279926756694903,0.0,,,,,,,
388,,-0.05106050202182041,-0.05106050202182041,0.0,,,,,,,
389,,-0.08035782406347762,-0.08035782406347762,0.0,,,,,,,
390,,-0.018444342717631734,-0.018444342717631734,0.0,,,,,,,
391,,-0.0675783932249944,-0.0675783932249944,0.0,,,,,,,
392,,-0.002536812390325771,-0.002536812390325771,0.0,,,,,,,
393,,0.02321278706034935,0.02321278706034935,0.0,,,,,,,
394,,0.0619707026779585,0.0619707026779585,0.0,,,,,,,
395,,0.07925154497596713,0.07925154497596713,0.0,,,,,,,
396,,0.06177996490424978,0.06177996490424978,0.0,,,,,,,
397,,0.03480964370183859,0.03480964370183859,0.0,,,,,,,
398,,-0.008640421149004318,-0.008640421149004318,0.0,,,,,,,
399,,-0.06280994888227678,-0.06280994888227678,0.0,,,,,,,
400,,-0.03664072632944234,-0.03664072632944234,0.0,,,,0.08349736781872283,78.0,,
401,,-0.028782330052643707,-0.028782330052643707,0.0,,,,,,,
402,,0.017681391622796916,0.017681391622796916,0.0,,,,,,,
403,,-0.06704432745861004,-0.06704432745861004,0.0,,,,,,,
404,,0.015049210345616792,0.015049210345616792,0.0,,,,,,,
405,,0.02611200122072166,0.02611200122072166,0.0,,,,,,,
406,,0.06754024567025266,0.06754024567025266,0.0,,,,,,,
407,,0.09355687800411998,0.09355687800411998,0.0,,,,,,,
408,,0.015201800564583756,0.015201800564583756,0.0,,,,,,,
409,,0.009021896696421727,0.009021896696421727,0.0,,,,,,,
410,,-0.06582360570687433,-0.06582360570687433,0.0,,,,,,,
411,,-0.060902571145189745,-0.060902571145189745,0.0,,,,,,,
412,,0.010662241550316587,0.010662241550316587,0.0,,,,,,,
413,,-0.12289234760051874,-0.12289234760051874,0.0,,,,,,,
414,,-0.1100747692072938,-0.1100747692072938,0.0,,,,,,,
