t_ms,state,raw_acc_x,raw_acc_y,raw_acc_z,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,raw_gyr_x,raw_gyr_y,raw_gyr_z,gyr_x,gyr_y,gyr_z,uncal_mag_x,uncal_mag_y,uncal_mag_z,mag_x,mag_y,mag_z,quat_game_w,quat_game_x,quat_game_y,quat_game_z,quat_geomag_w,quat_geomag_x,quat_geomag_y,quat_geomag_z
2020,,,,,0.028496842831373215,-0.0012800093973055482,1.0167381763458252,,,,,,,-0.6478466391563416,-1.878051996231079,1.1419143676757812,,,,,,,,,,,,,,
2100,,,,,0.03544619679450989,-0.006404078099876642,1.0173358917236328,,,,,,,,,,,,,29.502771377563477,5.367173671722412,-39.50432586669922,,,,,,,,
2110,,,,,0.031698886305093765,-0.0035911903250962496,1.0170140266418457,,,,,,,,,,,,,29.50214958190918,5.36566162109375,-39.50335693359375,,,,,,,,
2120,,,,,0.027771461755037308,-0.0007668215548619628,1.0166754722595215,,,,,,,,,,,,,29.501605987548828,5.36411714553833,-39.50251007080078,,,,,,,,
2190,,,,,0.03445278853178024,-0.005645775701850653,1.017250657081604,,,,,,,,,,,,,,,,,,,,,,,
2200,,,,,0.030654674395918846,-0.0028288972098380327,1.016924262046814,,,,,,,,,,,,,,,,,,,,,,,
2210,,,,,0.026682374998927116,-2.9752764021395706e-06,1.0165811777114868,,,,,,,-0.7929366230964661,-1.7449876070022583,1.2211072444915771,,,,29.502593994140625,5.366764545440674,-39.504051208496094,,,,,,,,
2220,,,,,,,,,,,,,,-0.6996816396713257,-1.8333468437194824,1.170395851135254,,,,29.50199317932129,5.365243911743164,-39.50311279296875,,,,,,,,
2230,,,,,,,,,,,,,,-0.6046592593193054,-1.912951946258545,1.1180213689804077,,,,29.50147247314453,5.363690376281738,-39.50230026245117,,,,,,,,
2290,,,,,,,,,,,,,,,,,,,,29.502471923828125,5.3664727210998535,-39.50386047363281,,,,,,,,
2300,,,,,0.033725954592227936,-0.0050969370640814304,1.0171881914138794,,,,,,,,,,,,,29.50188636779785,5.364945411682129,-39.50294494628906,,,,,,,,
2310,,,,,0.029892101883888245,-0.002277584280818701,1.0168585777282715,,,,,,,-0.7749450206756592,-1.7628428936004639,1.2113758325576782,,,,29.501380920410156,5.3633856773376465,-39.50215530395508,,,,,,,,
2320,,,,,0.02588839828968048,0.0005490496987476945,1.016512155532837,,,,,,,-0.6813276410102844,-1.8495310544967651,1.1603353023529053,,,,,,,,,,,,,,
2330,,,,,,,,,,,,,,-0.5859891772270203,-1.9273875951766968,1.1076457500457764,,,,,,,,,,,,,,
2400,,,,,,,,,,,,,,-0.7579295635223389,-1.779370903968811,1.2021496295928955,,,,29.502357482910156,5.366195201873779,-39.50368118286133,,,,,,,,
2410,,,,,0.0330369658768177,-0.004581136628985405,1.0171290636062622,,,,,,,-0.6639789342880249,-1.864470362663269,1.1508013010025024,,,,29.501787185668945,5.364662170410156,-39.50279235839844,,,,,,,,
2420,,,,,0.02917032316327095,-0.0017597733531147242,1.0167962312698364,,,,,,,-0.5683510899543762,-1.9406671524047852,1.0978176593780518,,,,29.501296997070312,5.363096714019775,-39.50202560424805,,,,,,,,
2430,,,,,0.025137929245829582,0.0010672154603525996,1.0164469480514526,,,,,,,,,,,,,,,,,,,,,,,
2490,,,,,0.03233141824603081,-0.004057260695844889,1.0170683860778809,,,,,,,,,,,,,29.502246856689453,5.365912437438965,-39.503509521484375,,,,,,,,
2500,,,,,0.02843225561082363,-0.0012341677211225033,1.0167325735092163,,,,,,,-0.7405981421470642,-1.795850157737732,1.1927289962768555,,,,29.501689910888672,5.364373683929443,-39.50263977050781,,,,,,,,
2510,,,,,0.02437153458595276,0.0015928706852719188,1.0163801908493042,,,,,,,-0.6463176012039185,-1.8793237209320068,1.141071081161499,,,,29.50121307373047,5.362802028656006,-39.501895904541016,,,,,,,,
2520,,,,,,,,,,,,,,-0.5504043698310852,-1.9538236856460571,1.0877915620803833,,,,,,,,,,,,,,
2590,,,,,0.031609006226062775,-0.0035252319648861885,1.017006278038025,,,,,,,,,,,,,29.502134323120117,5.36562442779541,-39.503334045410156,,,,,,,,
2600,,,,,0.027677632868289948,-0.0007007026579231024,1.016667366027832,,,,,,,,,,,,,29.50159454345703,5.364079475402832,-39.50249099731445,,,,,,,,
2610,,,,,0.023588987067341805,0.002126066479831934,1.0163118839263916,,,,,,,-0.7229374051094055,-1.8122762441635132,1.1831053495407104,,,,29.50113296508789,5.362501621246338,-39.50177001953125,,,,,,,,
2620,,,,,,,,,,,,,,-0.6283302903175354,-1.894085168838501,1.1311355829238892,,,,,,,,,,,,,,
2630,,,,,,,,,,,,,,-0.5321359038352966,-1.96684992313385,1.0775585174560547,,,,,,,,,,,,,,
2710,,,,,0.0304669588804245,-0.002692773239687085,1.016908049583435,,,,,,,,,,,,,29.501968383789062,5.365172863006592,-39.503074645996094,,,,,,,,
2720,,,,,0.026486823335289955,0.00013335661788005382,1.016564130783081,,,,,,,,,,,,,29.501449584960938,5.36361837387085,-39.50226593017578,,,,,,,,
2730,,,,,0.0223561841994524,0.0029590600170195103,1.0162038803100586,,,,,,,,,,,,,29.50101089477539,5.362030982971191,-39.50157928466797,,,,,,,,
2790,,,,,,,,,,,,,,,,,,,,29.501855850219727,5.364859580993652,-39.502899169921875,,,,,,,,
2800,,,,,0.029673796147108078,-0.0021205642260611057,1.0168397426605225,,,,,,,,,,,,,29.501354217529297,5.363298416137695,-39.50211715698242,,,,,,,,
2810,,,,,0.02566131018102169,0.0007062094518914819,1.016492486000061,,,,,,,-0.676069438457489,-1.854095697402954,1.157448172569275,,,,29.500932693481445,5.3617048263549805,-39.50145721435547,,,,,,,,
2820,,,,,0.021503010764718056,0.003530725371092558,1.0161290168762207,,,,,,,-0.5806422829627991,-1.9314498901367188,1.1046690940856934,,,,,,,,,,,,,,
2830,,,,,,,,,,,,,,-0.4837483763694763,-1.9995814561843872,1.0503202676773071,,,,,,,,,,,,,,
2900,,,,,0.028891973197460175,-0.001561095705255866,1.0167722702026367,,,,,,,-0.6572998762130737,-1.8701295852661133,1.1471245288848877,,,,29.501750946044922,5.364552974700928,-39.50273513793945,,,,,,,,
2910,,,,,0.024848777800798416,0.0012659486383199692,1.0164217948913574,,,,,,,-0.5615630149841309,-1.9456853866577148,1.0940285921096802,,,,29.501264572143555,5.362985134124756,-39.501976013183594,,,,,,,,
2920,,,,,0.020664386451244354,0.0040889461524784565,1.0160551071166992,,,,,,,-0.4644075930118561,-2.0119504928588867,1.0393779277801514,,,,29.500858306884766,5.361385345458984,-39.501338958740234,,,,,,,,
3000,,,,,,,,,,,,,,-0.6341327428817749,-1.8893635272979736,1.1343435049057007,,,,29.501625061035156,5.364173412322998,-39.50253677368164,,,,,,,,
3010,,,,,,,,,,,,,,-0.5380280613899231,-1.9626888036727905,1.080862045288086,,,,29.501157760620117,5.362597942352295,-39.501808166503906,,,,,,,,
3020,,,,,,,,,,,,,,-0.44056424498558044,-2.026642084121704,1.0258445739746094,,,,29.500770568847656,5.360990047454834,-39.50120162963867,,,,,,,,
3100,,,,,0.027132773771882057,-0.0003179209306836128,1.01662015914917,,,,,,,-0.6153843402862549,-1.904482126235962,1.1239688396453857,,,,,,,,,,,,,,
3110,,,,,0.023024603724479675,0.0025084568187594414,1.0162625312805176,,,,,,,-0.5189935564994812,-1.9759936332702637,1.0701797008514404,,,,29.501527786254883,5.363867282867432,-39.502384185791016,,,,,,,,
3120,,,,,0.01878560148179531,0.005326815415173769,1.0158888101577759,,,,,,,-0.4212917387485504,-2.0380699634552,1.0148698091506958,,,,29.501075744628906,5.362285614013672,-39.50168228149414,,,,,,,,
3130,,,,,,,,,,,,,,,,,,,,29.500703811645508,5.360671520233154,-39.5010986328125,,,,,,,,
3190,,,,,,,,,,,,,,,,,,,,29.501432418823242,5.363562107086182,-39.50223922729492,,,,,,,,
3200,,,,,,,,,,,,,,,,,,,,29.50099754333496,5.361973762512207,-39.501556396484375,,,,,,,,
3210,,,,,0.026344435289502144,0.0002324707602383569,1.0165518522262573,,,,,,,-0.5967454314231873,-1.9191186428070068,1.1136268377304077,,,,29.500640869140625,5.360353469848633,-39.500999450683594,,,,,,,,
3220,,,,,0.022208942100405693,0.003057995345443487,1.016191005706787,,,,,,,-0.500080406665802,-1.98881995677948,1.0595357418060303,,,,,,,,,,,,,,
3230,,,,,0.017947252839803696,0.005873743910342455,1.015814185142517,,,,,,,-0.4021521210670471,-2.0490245819091797,1.0039390325546265,,,,,,,,,,,,,,
3300,,,,,0.025620419532060623,0.0007344741025008261,1.0164889097213745,,,,,,,-0.5796851515769958,-1.932173728942871,1.1041359901428223,,,,29.50135040283203,5.363282680511475,-39.50210952758789,,,,,,,,
3310,,,,,0.02146078087389469,0.0035589218605309725,1.016125202178955,,,,,,,-0.4827778935432434,-2.0002119541168213,1.049772024154663,,,,29.50092887878418,5.361688613891602,-39.50144958496094,,,,,,,,
3320,,,,,0.017179198563098907,0.00637199217453599,1.0157456398010254,,,,,,,-0.3846510946750641,-2.058698892593384,0.9939161539077759,,,,29.500585556030273,5.360062599182129,-39.50091552734375,,,,,,,,
3400,,,,,,,,,,,,,,-0.5619326233863831,-1.9454134702682495,1.0942349433898926,,,,29.501266479492188,5.3629913330078125,-39.50197982788086,,,,,,,,
3410,,,,,0.024864088743925095,0.0012554385466501117,1.0164231061935425,,,,,,,-0.464782178401947,-2.0117149353027344,1.0395902395248413,,,,29.500858306884766,5.361391544342041,-39.5013427734375,,,,,,,,
3420,,,,,0.020680177956819534,0.0040784673765301704,1.0160565376281738,,,,,,,-0.36645764112472534,-2.0684103965759277,0.9834681153297424,,,,29.500530242919922,5.35975980758667,-39.50082778930664,,,,,,,,
3430,,,,,0.01637875847518444,0.006888458039611578,1.0156739950180054,,,,,,,,,,,,,,,,,,,,,,,
3500,,,,,0.02398243360221386,0.0018584281206130981,1.0163462162017822,,,,,,,-0.5412821769714355,-1.9603742361068726,1.0826852321624756,,,,29.50117301940918,5.36265230178833,-39.5018310546875,,,,,,,,
3510,,,,,0.019771430641412735,0.004679431673139334,1.0159761905670166,,,,,,,-0.4438600540161133,-2.0246479511260986,1.0277180671691895,,,,29.500782012939453,5.3610453605651855,-39.501220703125,,,,,,,,
3520,,,,,0.015448082238435745,0.007485475391149521,1.0155904293060303,,,,,,,-0.34531673789024353,-2.079253911972046,0.9712905883789062,,,,29.500471115112305,5.359406471252441,-39.500736236572266,,,,,,,,
3590,,,,,0.02310776151716709,0.002452225424349308,1.0162698030471802,,,,,,,,,,,,,,,,,,,,,,,
3600,,,,,0.018871132284402847,0.005270831752568483,1.0158964395523071,,,,,,,-0.5209211707115173,-1.974664330482483,1.0712629556655884,,,,29.501083374023438,5.362317085266113,-39.50169372558594,,,,,,,,
3610,,,,,0.014527274295687675,0.00807258766144514,1.0155073404312134,,,,,,,-0.4232430160045624,-2.036931037902832,1.0159825086593628,,,,29.500709533691406,5.360703945159912,-39.5011100769043,,,,,,,,
3620,,,,,,,,,,,,,,-0.32449570298194885,-2.0894713401794434,0.9592582583427429,,,,29.50041389465332,5.359058380126953,-39.500648498535156,,,,,,,,
3700,,,,,0.022204888984560966,0.003060717135667801,1.0161906480789185,,,,,,,-0.49997466802597046,-1.988890528678894,1.0594761371612549,,,,29.50099754333496,5.361972332000732,-39.501556396484375,,,,,,,,
3710,,,,,0.017943089827895164,0.005876451730728149,1.0158138275146484,,,,,,,-0.4020451307296753,-2.0490846633911133,1.003877878189087,,,,29.500638961791992,5.360352039337158,-39.500999450683594,,,,,,,,
3720,,,,,0.013579335063695908,0.008673399686813354,1.0154213905334473,,,,,,,-0.30310001969337463,-2.099494695663452,0.9468530416488647,,,,29.5003604888916,5.358699321746826,-39.50056457519531,,,,,,,,
3800,,,,,,,,,,,,,,-0.48039016127586365,-2.001758337020874,1.0484225749969482,,,,29.500919342041016,5.3616485595703125,-39.501434326171875,,,,,,,,
3810,,,,,,,,,,,,,,-0.38223662972450256,-2.0600080490112305,0.9925312399864197,,,,29.500577926635742,5.360022068023682,-39.50090026855469,,,,,,,,
3820,,,,,,,,,,,,,,-0.28311750292778015,-2.1084213256835938,0.935229480266571,,,,29.500314712524414,5.358363151550293,-39.500492095947266,,,,,,,,
3900,,,,,,,,,,,,,,-0.4611673951148987,-2.0139832496643066,1.0375416278839111,,,,29.500844955444336,5.361331939697266,-39.501319885253906,,,,,,,,
3910,,,,,0.020523834973573685,0.004182151984423399,1.016042709350586,,,,,,,-0.3628041744232178,-2.0703182220458984,0.9813665151596069,,,,29.500518798828125,5.35969877243042,-39.50081253051758,,,,,,,,
3920,,,,,0.016218554228544235,0.006991491187363863,1.0156596899032593,,,,,,,-0.26352453231811523,-2.116767406463623,0.9237967133522034,,,,29.500272750854492,5.358033657073975,-39.50042724609375,,,,,,,,
3930,,,,,0.011821115389466286,0.009778479114174843,1.015261173248291,,,,,,,,,,,,,,,,,,,,,,,
3990,,,,,0.019715752452611923,0.004716119728982449,1.015971302986145,,,,,,,-0.4426048696041107,-2.0254087448120117,1.0270047187805176,,,,,,,,,,,,,,
4000,,,,,0.015391100198030472,0.007521909195929766,1.0155853033065796,,,,,,,-0.34404879808425903,-2.0798892974853516,0.9705590009689331,,,,29.500778198242188,5.361024379730225,-39.50121307373047,,,,,,,,
4010,,,,,0.010978993028402328,0.010303651914000511,1.015183925628662,,,,,,,-0.24462363123893738,-2.1244380474090576,0.9127340316772461,,,,29.50046730041504,5.3593854904174805,-39.500728607177734,,,,,,,,
4020,,,,,,,,,,,,,,,,,,,,29.500234603881836,5.3577141761779785,-39.5003662109375,,,,,,,,
4100,,,,,0.01891646720468998,0.00524114491418004,1.0159003734588623,,,,,,,-0.4241451919078827,-2.036403179168701,1.0164967775344849,,,,,,,,,,,,,,
4110,,,,,0.014573612250387669,0.008043126203119755,1.0155115127563477,,,,,,,-0.32540658116340637,-2.089033842086792,0.9597854614257812,,,,,,,,,,,,,,
4120,,,,,0.010147947818040848,0.010819393210113049,1.015107274055481,,,,,,,-0.22584594786167145,-2.1316895484924316,0.9017102122306824,,,,,,,,,,,,,,
4190,,,,,,,,,,,,,,-0.4030214548110962,-2.0485355854034424,1.0044362545013428,,,,,,,,,,,,,,
4200,,,,,0.017985276877880096,0.0058490075170993805,1.015817642211914,,,,,,,-0.3040851950645447,-2.099043607711792,0.947425127029419,,,,29.500642776489258,5.360368251800537,-39.50100326538086,,,,,,,,
4210,,,,,0.013622399419546127,0.008646182715892792,1.0154253244400024,,,,,,,-0.20438076555728912,-2.139528751373291,0.8890677094459534,,,,29.500364303588867,5.358716011047363,-39.50056838989258,,,,,,,,
